"447";"nato leader declared china present security risk a";"0.00022";"0.86041";"0.00022";"0.00022";"0.10693";"0.00022";"0.00893";"0.00022";"0.00240";"0.00675";"0.01328";"0.00022"
"448";"britain unexpectedly become embroiled diplomatic m";"0.00081";"0.07327";"0.00081";"0.00081";"0.20209";"0.22625";"0.00081";"0.02496";"0.41948";"0.00081";"0.04106";"0.00886"
"449";"good morning least eight people killed spate shoot";"0.47651";"0.08603";"0.03743";"0.00016";"0.15084";"0.04391";"0.01312";"0.00016";"0.14598";"0.00178";"0.00016";"0.04391"
"450";"righto completes draw report coverage thanks compa";"0.00009";"0.00009";"0.00009";"0.00009";"0.00009";"0.00009";"0.09752";"0.64992";"0.25170";"0.00009";"0.00009";"0.00009"
"451";"bashar al assad ha attacked former opposition stro";"0.00255";"0.19040";"0.00487";"0.00023";"0.78409";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.01647";"0.00023"
"452";"washington ambassador moscow ha announced return c";"0.12178";"0.03249";"0.00025";"0.00025";"0.79142";"0.00025";"0.00025";"0.00025";"0.03497";"0.00025";"0.01761";"0.00025"
"453";"former austrian foreign minister danced vladimir p";"0.00358";"0.12077";"0.00033";"0.00033";"0.42025";"0.19238";"0.00033";"0.00033";"0.00033";"0.00033";"0.16634";"0.09473"
"454";"british f pilot flying queen elizabeth aircraft ca";"0.00053";"0.00053";"0.00053";"0.00053";"0.54782";"0.18650";"0.21307";"0.00584";"0.00053";"0.00053";"0.04304";"0.00053"
"455";"international chess federation go ahead next week ";"0.00023";"0.00023";"0.13381";"0.00253";"0.00023";"0.00023";"0.31115";"0.17987";"0.05320";"0.05090";"0.01865";"0.24896"
"456";"hit stop world cup russia gareth southgate exhaust";"0.00022";"0.00247";"0.00022";"0.00022";"0.00022";"0.00022";"0.00022";"0.55155";"0.44397";"0.00022";"0.00022";"0.00022"
"457";"better representation decline english upper class ";"0.00017";"0.14917";"0.00017";"0.00017";"0.00017";"0.55804";"0.00017";"0.00017";"0.18209";"0.01057";"0.03829";"0.06081"
"458";"benefit chess long extolled retaining mental agili";"0.00025";"0.00025";"0.07021";"0.00025";"0.30010";"0.00025";"0.00775";"0.21514";"0.15267";"0.00025";"0.00025";"0.25262"
"459";"campaigning journalist philippine russia nobel pea";"0.04193";"0.00015";"0.00015";"0.01656";"0.54327";"0.12399";"0.02551";"0.00463";"0.06132";"0.02850";"0.00015";"0.15383"
"460";"claim queen cousin willing use royal status sell p";"0.00028";"0.00028";"0.00028";"0.00028";"0.24600";"0.38404";"0.04445";"0.00028";"0.22943";"0.00028";"0.00856";"0.08586"
"461";"victory speech easy conceding defeat much harder t";"0.17294";"0.21564";"0.00019";"0.00019";"0.28358";"0.00019";"0.00019";"0.02349";"0.19235";"0.00019";"0.00796";"0.10307"
"462";"june first report long covid began filter medical ";"0.00010";"0.00212";"0.58542";"0.01628";"0.00010";"0.00010";"0.00010";"0.00111";"0.34786";"0.04660";"0.00010";"0.00010"
"463";"keith vaz former labour minister ha reprimanded fa";"0.00027";"0.06563";"0.05202";"0.00027";"0.00300";"0.70289";"0.00027";"0.00027";"0.17456";"0.00027";"0.00027";"0.00027"
"464";"time sign ill leave paul doyles report positive ni";"0.00005";"0.00106";"0.00005";"0.00307";"0.00811";"0.00005";"0.02374";"0.90218";"0.05549";"0.00005";"0.00005";"0.00610"
"465";"new york ranger star artemi panarin taking leave a";"0.05571";"0.04650";"0.00046";"0.00046";"0.49770";"0.00046";"0.02348";"0.13398";"0.23987";"0.00046";"0.00046";"0.00046"
"466";"judge ha rejected attempt group mp peer compel bor";"0.05185";"0.09174";"0.00023";"0.00023";"0.16682";"0.67832";"0.00023";"0.00023";"0.00023";"0.00023";"0.00962";"0.00023"
"467";"decision moscow court declare alexei navalnys nati";"0.00026";"0.01848";"0.00026";"0.00026";"0.83837";"0.04191";"0.00026";"0.00026";"0.08355";"0.00026";"0.00026";"0.01588"
"468";"magnus carlsen ha never world cup early exit last ";"0.00024";"0.06031";"0.02186";"0.00024";"0.02907";"0.00024";"0.43032";"0.04829";"0.00024";"0.01706";"0.00024";"0.39188"
"469";"wholesale energy price hit second highest level le";"0.00045";"0.03629";"0.00045";"0.00045";"0.00045";"0.00045";"0.00045";"0.00045";"0.01389";"0.00045";"0.94131";"0.00493"
"470";"aaron ramsey ha called wale evoke spirit landmark ";"0.02079";"0.00051";"0.00051";"0.00558";"0.00051";"0.00051";"0.00051";"0.94878";"0.00558";"0.00558";"0.00051";"0.01065"
"471";"eu ha agreed new sanction belarus targeting everyo";"0.00018";"0.14010";"0.03332";"0.00203";"0.77890";"0.00018";"0.00018";"0.00018";"0.00018";"0.00018";"0.04437";"0.00018"
"472";"boris johnson took stage glasgow cop summit neared";"0.02596";"0.47883";"0.00018";"0.30026";"0.00018";"0.08487";"0.00018";"0.00018";"0.07934";"0.00018";"0.00018";"0.02964"
"473";"photographer david godlis first went miami beach k";"0.00056";"0.00056";"0.01178";"0.00056";"0.00056";"0.00056";"0.00056";"0.00056";"0.41021";"0.02862";"0.00056";"0.54489"
"474";"russian opposition politician used finding spoiler";"0.03936";"0.02820";"0.00028";"0.00028";"0.22920";"0.35483";"0.00028";"0.00028";"0.17895";"0.00028";"0.01982";"0.14824"
"475";"optimism around chinese deal announced wednesday c";"0.00049";"0.16864";"0.00049";"0.71266";"0.00049";"0.00049";"0.00049";"0.00049";"0.11424";"0.00049";"0.00049";"0.00049"
"476";"russian court ha outlawed opposition politician al";"0.00018";"0.08911";"0.00374";"0.00018";"0.85752";"0.04642";"0.00018";"0.00196";"0.00018";"0.00018";"0.00018";"0.00018"
"477";"today nutshell surprise team usa took men basketba";"0.00007";"0.00007";"0.02176";"0.00007";"0.00157";"0.00007";"0.85260";"0.00232";"0.12122";"0.00007";"0.00007";"0.00007"
"478";"jrgen klinsmann arranging th anniversary celebrati";"0.00021";"0.00021";"0.00021";"0.00226";"0.04545";"0.00021";"0.00021";"0.58021";"0.30049";"0.00021";"0.00021";"0.07014"
"479";"european union uk pledged unwavering support ukrai";"0.00321";"0.20193";"0.01783";"0.00029";"0.76300";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.01198";"0.00029"
"480";"canada goose wigeon teal shoveler swimming feeding";"0.00544";"0.00049";"0.00049";"0.19832";"0.00049";"0.00049";"0.00049";"0.19337";"0.41098";"0.00049";"0.00049";"0.18843"
"481";"data error mean ranking last year included compari";"0.00077";"0.00851";"0.10913";"0.08591";"0.03173";"0.03173";"0.00077";"0.00077";"0.34907";"0.00077";"0.05495";"0.32585"
"482";"im checking ill back tomorrow leave danny ward rea";"0.00137";"0.00007";"0.00007";"0.00007";"0.00007";"0.00007";"0.00007";"0.96206";"0.03598";"0.00007";"0.00007";"0.00007"
"483";"priscilla johnson mcmillan ha died aged fall perso";"0.10743";"0.00016";"0.00016";"0.00016";"0.11521";"0.14164";"0.00793";"0.00171";"0.11210";"0.00016";"0.00016";"0.51322"
"484";"lack social mobility britain left behind community";"0.21890";"0.23712";"0.00026";"0.01067";"0.00286";"0.00026";"0.00026";"0.00026";"0.32041";"0.00026";"0.03410";"0.17465"
"485";"top story severe covid double risk death next year";"0.11618";"0.00009";"0.27907";"0.03660";"0.13584";"0.14801";"0.07031";"0.08060";"0.03473";"0.00009";"0.05626";"0.04222"
"486";"multiple witness saw anti aircraft missile launche";"0.01654";"0.00023";"0.00256";"0.00023";"0.90191";"0.00256";"0.00023";"0.00722";"0.06780";"0.00023";"0.00023";"0.00023"
"487";"cop close without even one major economy aligned k";"0.00043";"0.11192";"0.00043";"0.88379";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043"
"488";"exceedingly difficult choice three month time wint";"0.00551";"0.30078";"0.00018";"0.00018";"0.19228";"0.07488";"0.21185";"0.00018";"0.18161";"0.00018";"0.00374";"0.02864"
"489";"david randall former assistant editor observer ha ";"0.02498";"0.03726";"0.00041";"0.00041";"0.05774";"0.12326";"0.00041";"0.00860";"0.29934";"0.02498";"0.01679";"0.40581"
"490";"magnus carlsen played quiet move draw ian nepomnia";"0.02550";"0.02132";"0.00460";"0.03386";"0.00042";"0.00042";"0.32232";"0.12584";"0.17182";"0.02132";"0.00042";"0.27216"
"491";"third october beautiful day moscow sky blue street";"0.05860";"0.00025";"0.03577";"0.00025";"0.25647";"0.00025";"0.00025";"0.01294";"0.57864";"0.00025";"0.00025";"0.05606"
"492";"developing country calling g group advanced econom";"0.00021";"0.16323";"0.00021";"0.82390";"0.00021";"0.00021";"0.00021";"0.00450";"0.00021";"0.00021";"0.00665";"0.00021"
"493";"year people wanted get within breathing distance v";"0.00355";"0.16151";"0.20019";"0.00032";"0.37427";"0.00032";"0.00032";"0.00032";"0.03901";"0.21954";"0.00032";"0.00032"
"494";"german federal election september europe largest e";"0.00017";"0.70259";"0.00017";"0.00183";"0.21106";"0.00515";"0.00017";"0.03172";"0.00017";"0.00183";"0.00017";"0.04500"
"495";"government scrambling saturday night reassure brit";"0.00013";"0.09675";"0.00013";"0.10212";"0.02966";"0.04442";"0.00013";"0.00013";"0.00013";"0.00013";"0.72611";"0.00013"
"496";"november news organisation reported global covid d";"0.00044";"0.07932";"0.75855";"0.00482";"0.01797";"0.00482";"0.00044";"0.00482";"0.00044";"0.06179";"0.06617";"0.00044"
"497";"rafael bentez ha everton much money spend january ";"0.00053";"0.06998";"0.00053";"0.00053";"0.00053";"0.00588";"0.00053";"0.45459";"0.29968";"0.00053";"0.16613";"0.00053"
"498";"british official acknowledged taken surprise speed";"0.00948";"0.00576";"0.00019";"0.00019";"0.88090";"0.02991";"0.00019";"0.00019";"0.07079";"0.00204";"0.00019";"0.00019"
"499";"eu ha condemned president belarus alexander lukash";"0.00018";"0.13018";"0.00018";"0.00018";"0.86455";"0.00193";"0.00018";"0.00193";"0.00018";"0.00018";"0.00018";"0.00018"
"500";"‘ happens russia shouldnt happen britain word chri";"0.00019";"0.30718";"0.00019";"0.00019";"0.01746";"0.28223";"0.00019";"0.00019";"0.32828";"0.00211";"0.00019";"0.06159"
"501";"benedict cumberbatch play soviet spy alexander lit";"0.00047";"0.00047";"0.00047";"0.00047";"0.27380";"0.08058";"0.00047";"0.00047";"0.00047";"0.01932";"0.00047";"0.62253"
"502";"magnus carlsen heading comfortable victory first p";"0.00021";"0.03145";"0.01479";"0.00021";"0.00021";"0.00021";"0.22720";"0.16472";"0.00021";"0.00021";"0.00229";"0.55831"
"503";"latvia ha announced month long covid lockdown unpr";"0.00018";"0.01279";"0.49910";"0.00018";"0.07403";"0.00018";"0.00018";"0.00018";"0.00018";"0.41264";"0.00018";"0.00018"
"504";"vaccinated passenger flying australia internationa";"0.00021";"0.09050";"0.46453";"0.00021";"0.00021";"0.15069";"0.00236";"0.00021";"0.00021";"0.29041";"0.00021";"0.00021"
"505";"joe biden ha given pledge return iran nuclear agre";"0.00206";"0.94376";"0.00019";"0.00019";"0.04129";"0.00019";"0.00206";"0.00019";"0.00019";"0.00019";"0.00953";"0.00019"
"506";"eu considering joint purchase natural gas response";"0.00018";"0.34663";"0.00018";"0.07777";"0.02544";"0.02544";"0.00018";"0.00018";"0.00018";"0.05251";"0.47113";"0.00018"
"507";"hundred british military engineer provide practica";"0.00431";"0.25901";"0.00039";"0.00039";"0.58817";"0.00039";"0.00039";"0.00039";"0.01215";"0.00431";"0.12970";"0.00039"
"508";"czech president milo zeman ha set stage constituti";"0.09469";"0.48952";"0.00035";"0.00384";"0.13312";"0.05276";"0.00035";"0.02830";"0.00384";"0.16806";"0.00035";"0.02481"
"509";"paris based non profit medium organisation involve";"0.01247";"0.00113";"0.01247";"0.00113";"0.13719";"0.32993";"0.00113";"0.00113";"0.11451";"0.00113";"0.32993";"0.05782"
"510";"good morning two democratic senator resisted joe b";"0.43184";"0.00156";"0.02996";"0.08819";"0.10949";"0.08677";"0.00866";"0.00014";"0.14357";"0.00014";"0.09955";"0.00014"
"511";"china japan embroiled diplomatic row taiwan latest";"0.00252";"0.77969";"0.03003";"0.00252";"0.13778";"0.00023";"0.01857";"0.00023";"0.00023";"0.00023";"0.00023";"0.02774"
"512";"north atlantic treaty organization nato establishe";"0.01752";"0.85037";"0.01465";"0.00029";"0.11229";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00316"
"513";"marvel latest big budget adventure eternals ha pul";"0.00526";"0.05306";"0.00048";"0.01960";"0.19168";"0.00048";"0.00048";"0.00048";"0.22992";"0.11998";"0.00048";"0.37811"
"514";"coordinated warning last week israel eu time short";"0.00016";"0.88462";"0.00665";"0.00016";"0.07806";"0.00016";"0.00016";"0.00016";"0.00179";"0.00016";"0.02775";"0.00016"
"515";"g exclusive club comprising world largest advanced";"0.00027";"0.47969";"0.00027";"0.25217";"0.00298";"0.00027";"0.00027";"0.00027";"0.11132";"0.15195";"0.00027";"0.00027"
"516";"important un climate change talk since paris agree";"0.00372";"0.17180";"0.00018";"0.54512";"0.00725";"0.00018";"0.00195";"0.00195";"0.09218";"0.01256";"0.16295";"0.00018"
"517";"eu leader including emmanuel macron angela merkel ";"0.11957";"0.54366";"0.00018";"0.00018";"0.16233";"0.00196";"0.00018";"0.02512";"0.11957";"0.01443";"0.00018";"0.01265"
"518";"britain military must embrace country racial gende";"0.00038";"0.29247";"0.00038";"0.00038";"0.27325";"0.25404";"0.00038";"0.00038";"0.16949";"0.00038";"0.00038";"0.00807"
"519";"classified detail british army main battle tank ch";"0.01770";"0.03158";"0.00035";"0.00035";"0.47918";"0.32304";"0.00035";"0.04545";"0.00035";"0.00035";"0.00035";"0.10097"
"520";"labour ha written tory co chair oliver dowden rais";"0.00431";"0.01252";"0.00842";"0.00021";"0.00021";"0.95053";"0.00021";"0.00021";"0.00021";"0.00021";"0.02278";"0.00021"
"521";"yana kedrinas earliest exposure music came wooden ";"0.00019";"0.00799";"0.00019";"0.00799";"0.02553";"0.00019";"0.00019";"0.00019";"0.34119";"0.00019";"0.00019";"0.61594"
"522";"vladimir putin ha refused give guarantee oppositio";"0.26498";"0.02484";"0.00021";"0.00021";"0.47024";"0.03305";"0.00021";"0.01047";"0.19520";"0.00021";"0.00021";"0.00021"
"523";"un intergovernmental panel climate change ipcc rep";"0.14885";"0.23268";"0.00016";"0.29121";"0.00490";"0.01281";"0.00016";"0.00016";"0.00016";"0.00016";"0.30860";"0.00016"
"524";"super saturday london olympics excel centre crowd ";"0.00012";"0.00012";"0.12104";"0.00012";"0.09362";"0.08988";"0.39155";"0.00012";"0.21703";"0.03129";"0.00012";"0.05497"
"525";"aide belarusian opposition leader sviatlana tsikha";"0.00042";"0.28470";"0.00042";"0.06313";"0.50627";"0.00042";"0.00042";"0.00042";"0.00042";"0.00042";"0.14256";"0.00042"
"526";"blog closed find latest coronavirus coverage main ";"0.00008";"0.00008";"0.61888";"0.00008";"0.00085";"0.02254";"0.00008";"0.00240";"0.05971";"0.29515";"0.00008";"0.00008"
"527";"beneath strained bonhomie g summit lurks visceral ";"0.00017";"0.87140";"0.01753";"0.00017";"0.03141";"0.00017";"0.00017";"0.00017";"0.03662";"0.00017";"0.00017";"0.04183"
"528";"labour ha ha hit cyber incident meant significant ";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.90094";"0.00901";"0.00043";"0.05617";"0.00472";"0.02616";"0.00043"
"529";"ha winning week dictator russia vladimir putin chi";"0.01041";"0.43347";"0.00017";"0.00017";"0.19635";"0.02064";"0.00017";"0.10252";"0.15541";"0.00017";"0.08035";"0.00017"
"530";"italy ha expelled two russian official italian nav";"0.00253";"0.00023";"0.00023";"0.00023";"0.65970";"0.12201";"0.00023";"0.00023";"0.00712";"0.20703";"0.00023";"0.00023"
"531";"star prize last year conservative party fundraisin";"0.00357";"0.07919";"0.00147";"0.00007";"0.05328";"0.68275";"0.02038";"0.00007";"0.07989";"0.00007";"0.00567";"0.07359"
"532";"intelligence authority found evidence unidentified";"0.09320";"0.11895";"0.00051";"0.16014";"0.28373";"0.02626";"0.00051";"0.00051";"0.29918";"0.01596";"0.00051";"0.00051"
"533";"farewell tokyo sweltering night olympic stadium ja";"0.00358";"0.07182";"0.00017";"0.05988";"0.00017";"0.00017";"0.32259";"0.00017";"0.39935";"0.00017";"0.00017";"0.14176"
"534";"morning donald trump returned frontline politics s";"0.58692";"0.10235";"0.07627";"0.00239";"0.00022";"0.10235";"0.00022";"0.00022";"0.11321";"0.00022";"0.00022";"0.01543"
"535";"hacker last week infiltrated florida based informa";"0.18176";"0.00021";"0.01516";"0.00235";"0.03225";"0.52136";"0.00449";"0.00021";"0.14545";"0.01089";"0.08565";"0.00021"
"536";"since first recorded late china covid coronavirus ";"0.00036";"0.05507";"0.41247";"0.00036";"0.00036";"0.00036";"0.00036";"0.00766";"0.00036";"0.48177";"0.01495";"0.02589"
"537";"motive russia military buildup border ukraine uncl";"0.00032";"0.67626";"0.00032";"0.00032";"0.31404";"0.00032";"0.00032";"0.00356";"0.00356";"0.00032";"0.00032";"0.00032"
"538";"wildfire raged across greece nearly two week fire ";"0.00099";"0.00099";"0.11957";"0.14921";"0.19862";"0.14921";"0.00099";"0.02075";"0.34684";"0.01087";"0.00099";"0.00099"
"539";"week surprise reversal mask wearing guidance vacci";"0.12580";"0.00025";"0.56401";"0.00025";"0.00271";"0.00025";"0.00025";"0.00025";"0.29074";"0.01502";"0.00025";"0.00025"
"540";"police launched wave investigation young people ma";"0.00039";"0.01220";"0.05940";"0.00039";"0.38985";"0.00039";"0.00433";"0.00039";"0.15775";"0.00039";"0.00039";"0.37411"
"541";"three time world champion nathan chen free skate f";"0.00031";"0.00031";"0.06838";"0.00031";"0.00031";"0.00031";"0.81095";"0.01269";"0.00031";"0.05600";"0.00031";"0.04981"
"542";"joe biden pressed russian president vladimir putin";"0.64346";"0.05486";"0.06142";"0.00003";"0.17993";"0.05157";"0.00003";"0.00003";"0.00003";"0.00857";"0.00003";"0.00003"
"543";"top story ‘ call good morning thursday warren murr";"0.00010";"0.00413";"0.05251";"0.11097";"0.08476";"0.36394";"0.06259";"0.11399";"0.14523";"0.00010";"0.06158";"0.00010"
"544";"european power decide friday whether censure iran ";"0.00022";"0.79335";"0.00022";"0.01543";"0.13929";"0.03716";"0.00022";"0.00022";"0.00022";"0.00239";"0.01108";"0.00022"
"545";"chelseas problem midfield deepened mateo kovacic t";"0.00039";"0.00039";"0.24051";"0.00039";"0.00426";"0.00039";"0.00039";"0.65879";"0.07785";"0.00039";"0.00426";"0.01201"
"546";"zappa pm bbc four hefty documentary attempting jus";"0.00039";"0.00039";"0.00039";"0.00039";"0.00431";"0.17672";"0.03566";"0.04741";"0.33738";"0.00039";"0.00039";"0.39616"
"547";"white house ha accused cutting video feed taiwanes";"0.09306";"0.49402";"0.00030";"0.00030";"0.15889";"0.08408";"0.00329";"0.00030";"0.11400";"0.05117";"0.00030";"0.00030"
"548";"today nutshell daiki hashimoto men round gymnastic";"0.00145";"0.00007";"0.00007";"0.00007";"0.01109";"0.00145";"0.78371";"0.00007";"0.18531";"0.00007";"0.00007";"0.01660"
"549";"sweep woman medal friday stamped russian dominance";"0.01286";"0.00021";"0.00021";"0.00232";"0.00021";"0.00021";"0.56748";"0.00443";"0.38612";"0.00021";"0.00021";"0.02552"
"550";"intelligence agency low moderate confidence report";"0.42631";"0.00055";"0.01692";"0.03876";"0.49727";"0.00055";"0.00055";"0.00055";"0.01146";"0.00055";"0.00600";"0.00055"
"551";"father christopher birch ha died aged journalist p";"0.00047";"0.00047";"0.00047";"0.00990";"0.16541";"0.06173";"0.00047";"0.02403";"0.01461";"0.13713";"0.00047";"0.58483"
"552";"uk ha hit record outbreak avian flu ha led captive";"0.00350";"0.00032";"0.43635";"0.31540";"0.00032";"0.00032";"0.00032";"0.00032";"0.18173";"0.00032";"0.06079";"0.00032"
"553";"britain must work taliban avoid humanitarian crisi";"0.00026";"0.49607";"0.00026";"0.00026";"0.34654";"0.00026";"0.00026";"0.00026";"0.15241";"0.00026";"0.00026";"0.00289"
"554";"pandora paper leak show uk danger becoming corrupt";"0.00378";"0.08620";"0.00034";"0.05185";"0.01065";"0.82795";"0.00034";"0.00034";"0.00034";"0.00034";"0.01751";"0.00034"
"555";"every one world leading economy including country ";"0.05742";"0.15853";"0.00019";"0.73655";"0.00019";"0.00591";"0.00019";"0.00019";"0.00019";"0.04025";"0.00019";"0.00019"
"556";"price petrol uk pump ha passed litre highest point";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00470";"0.00043";"0.99103";"0.00043"
"557";"joe biden russian president vladimir putin face co";"0.34012";"0.23055";"0.00022";"0.00022";"0.34682";"0.00022";"0.00022";"0.00022";"0.08072";"0.00022";"0.00022";"0.00022"
"558";"vera basova stand house holding local newspaper fr";"0.00013";"0.03537";"0.00013";"0.01057";"0.59528";"0.00013";"0.00144";"0.00013";"0.25724";"0.01840";"0.00274";"0.07844"
"559";"move order best survive climate crisis thinking wi";"0.00096";"0.08501";"0.01497";"0.47023";"0.00009";"0.00009";"0.00009";"0.00009";"0.37655";"0.00009";"0.00009";"0.05174"
"560";"legitimacy cop climate summit called question numb";"0.09407";"0.07845";"0.10578";"0.71858";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039"
"561";"covid pandemic eas national economy emerge suspend";"0.00796";"0.00087";"0.07183";"0.04424";"0.05291";"0.00244";"0.00008";"0.00008";"0.14201";"0.00008";"0.67742";"0.00008"
"562";"striking aspect joe bidens first day foreign polic";"0.21680";"0.56836";"0.00018";"0.01261";"0.16886";"0.00018";"0.00195";"0.00018";"0.03036";"0.00018";"0.00018";"0.00018"
"563";"gareth southgate ha suggested name eight defender ";"0.00276";"0.04294";"0.02034";"0.00025";"0.00025";"0.00779";"0.00025";"0.67328";"0.24385";"0.00779";"0.00025";"0.00025"
"564";"group masked men stormed office renowned human rig";"0.00044";"0.03098";"0.05279";"0.00044";"0.61998";"0.00044";"0.00480";"0.00044";"0.10515";"0.00044";"0.00044";"0.18368"
"565";"babis zacharis hellenic fire service volunteer ath";"0.00011";"0.00011";"0.00011";"0.35126";"0.08287";"0.00235";"0.00011";"0.00011";"0.56263";"0.00011";"0.00011";"0.00011"
"566";"china government ha accused joe biden mistake invi";"0.05275";"0.78670";"0.00033";"0.00033";"0.04620";"0.01016";"0.00033";"0.00033";"0.00033";"0.10190";"0.00033";"0.00033"
"567";"huge upset new zealand bird win one country native";"0.13308";"0.00041";"0.00456";"0.54353";"0.00041";"0.00871";"0.09163";"0.00041";"0.08333";"0.02944";"0.00456";"0.09992"
"568";"friend eric pye ha died aged adult educator passio";"0.00755";"0.00395";"0.00036";"0.00036";"0.03271";"0.00036";"0.00036";"0.07225";"0.32387";"0.00036";"0.00036";"0.55751"
"569";"good morning yesterday virtual summit joe biden vl";"0.14800";"0.19380";"0.02368";"0.07864";"0.12837";"0.00013";"0.00013";"0.00537";"0.23698";"0.03808";"0.00929";"0.13753"
"570";"moscow prosecutor office ha announced seek designa";"0.01639";"0.00027";"0.00027";"0.00027";"0.85733";"0.09699";"0.00027";"0.00027";"0.02176";"0.00027";"0.00564";"0.00027"
"571";"two third country classified free dire record huma";"0.00707";"0.25606";"0.00034";"0.00034";"0.50841";"0.14502";"0.00034";"0.00034";"0.00707";"0.00034";"0.07436";"0.00034"
"572";"vladimir putin ha received first dose russian made";"0.00028";"0.04747";"0.11688";"0.00028";"0.28623";"0.05858";"0.00861";"0.00028";"0.08912";"0.39173";"0.00028";"0.00028"
"573";"ali smith ha orwell prize political fiction summer";"0.00037";"0.00037";"0.02274";"0.03020";"0.00037";"0.11223";"0.04512";"0.00037";"0.28374";"0.00037";"0.00037";"0.50373"
"574";"donald trump attacked boris johnson plan clean pow";"0.38161";"0.03721";"0.00031";"0.11408";"0.00031";"0.11408";"0.00338";"0.00031";"0.34779";"0.00031";"0.00031";"0.00031"
"575";"global inequality marked early th century pinnacle";"0.00036";"0.16153";"0.00036";"0.27256";"0.00036";"0.00036";"0.08274";"0.00036";"0.00036";"0.07199";"0.40867";"0.00036"
"576";"moscow court ha rejected appeal alexei navalny vir";"0.00450";"0.07002";"0.00041";"0.00041";"0.67199";"0.00041";"0.00041";"0.00450";"0.14783";"0.00450";"0.00041";"0.09459"
"577";"preparing long night ahead resisting white lotus l";"0.00038";"0.00038";"0.00038";"0.10031";"0.00038";"0.00038";"0.00807";"0.00038";"0.63067";"0.00038";"0.16564";"0.09262"
"578";"ever film guaranteed bring tear eye sentimental gu";"0.00045";"0.09901";"0.00045";"0.00045";"0.07661";"0.02733";"0.00045";"0.00045";"0.51120";"0.00045";"0.00045";"0.28271"
"579";"tiny city top coalmining state wyoming set become ";"0.11328";"0.17830";"0.00034";"0.56845";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.13723";"0.00034"
"580";"devon cornwall pm channel idyllic documentary stra";"0.01864";"0.01253";"0.00031";"0.03698";"0.00031";"0.00642";"0.09811";"0.37011";"0.11339";"0.00031";"0.00031";"0.34260"
"581";"lewis hamilton formula one title rival max verstap";"0.00054";"0.00054";"0.00054";"0.00054";"0.00054";"0.00054";"0.56982";"0.08110";"0.23147";"0.00054";"0.11332";"0.00054"
"582";"mp russia opposition communist party investigation";"0.06572";"0.00038";"0.00038";"0.00038";"0.64988";"0.25788";"0.00038";"0.00038";"0.00807";"0.00038";"0.00038";"0.01576"
"583";"libya hope ending decade political chaos credible ";"0.08911";"0.70455";"0.00196";"0.00018";"0.17449";"0.00018";"0.00196";"0.00018";"0.02686";"0.00018";"0.00018";"0.00018"
"584";"weak outdated law allowing widespread money launde";"0.04438";"0.04438";"0.00034";"0.11551";"0.03083";"0.67785";"0.00034";"0.00034";"0.00034";"0.00034";"0.08503";"0.00034"
"585";"month ago base afghanistan could immerse americana";"0.00011";"0.47264";"0.00326";"0.01379";"0.25795";"0.00011";"0.00011";"0.00011";"0.14744";"0.00011";"0.00011";"0.10429"
"586";"million household could face second record jump en";"0.00531";"0.00048";"0.03909";"0.00048";"0.00048";"0.02461";"0.00048";"0.00048";"0.00048";"0.00048";"0.92712";"0.00048"
"587";"uk largest seafood processor threatening stop sour";"0.00036";"0.17842";"0.00036";"0.50545";"0.00036";"0.00036";"0.00036";"0.00036";"0.04397";"0.01490";"0.25472";"0.00036"
"588";"kremlin official force massing border ukraine coul";"0.00023";"0.08584";"0.02568";"0.00023";"0.86557";"0.00255";"0.00486";"0.00023";"0.01411";"0.00023";"0.00023";"0.00023"
"589";"year since lisa donnan ha queued gas last month cy";"0.06903";"0.13310";"0.00012";"0.00012";"0.14035";"0.37125";"0.00012";"0.00012";"0.14640";"0.00737";"0.13189";"0.00012"
"590";"donald trump pollster think run white house path v";"0.71414";"0.00033";"0.00033";"0.00033";"0.00033";"0.03021";"0.00033";"0.00365";"0.24602";"0.00365";"0.00033";"0.00033"
"591";"tehran approach talk nuclear programme vienna ha b";"0.00031";"0.90687";"0.01887";"0.00031";"0.06219";"0.00031";"0.00031";"0.00340";"0.00031";"0.00031";"0.00340";"0.00340"
"592";"foot wave pm sky documentary alternative friday ni";"0.00898";"0.00029";"0.00029";"0.00029";"0.02926";"0.07851";"0.18569";"0.21466";"0.11906";"0.00029";"0.00029";"0.36240"
"593";"one year since united arab emirate launched hope s";"0.00082";"0.00082";"0.00082";"0.58183";"0.07447";"0.00082";"0.00082";"0.00082";"0.18085";"0.09083";"0.00082";"0.06628"
"594";"late summer sense hope uk economy covid restrictio";"0.00018";"0.02477";"0.03883";"0.00018";"0.00193";"0.01072";"0.00018";"0.00018";"0.11964";"0.00545";"0.79779";"0.00018"
